File,Cross-Entropy,Overall,Overall Binary,Overall Highest Probability Index,Readability,Understandability,Complexity,Modularization
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/application/api/Argo.java,2.595973691390234,"{9.05749e-12,1.0,5.86872e-10,0.0}",True,1,"{1.0,2.0371e-08,0.0,0.0}","{3e-20,0.73303,0.26697,2.94839e-15}","{0.0,7.25812e-09,9.84271e-06,0.99999}","{0.0,0.0,6.93e-18,1.0}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/application/events/ArgoEventPump.java,3.4418307519426534,"{0.00854576,0.991454,1.03802e-14,0.0}",True,1,"{1.0,1.04008e-11,0.0,0.0}","{3.26325e-08,1.0,0.0,0.0}","{1.41e-18,1.0,0.0,0.0}","{0.0,1.2e-19,0.253971,0.746029}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/cognitive/ui/PriorityNode.java,4.182615756988525,"{0.993417,0.00658346,7.92256e-12,0.0}",False,0,"{0.451338,0.547055,0.00160728,1.93198e-07}","{0.952804,0.0471939,1.75681e-06,1.34915e-11}","{5.09599e-12,1.00485e-05,0.0691067,0.930883}","{0.0,3.02134e-11,0.0140928,0.985907}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/cognitive/ui/ToDoByType.java,3.3410057896061947,"{1.14533e-12,0.00502143,0.974591,0.0203876}",True,2,"{3.02483e-10,0.107828,0.892142,3.0114e-05}","{4.99807e-07,0.209156,0.780232,0.010612}","{8.32469e-13,0.0213792,0.978618,2.54479e-06}","{0.00017693,0.700924,0.298899,4.31073e-09}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/cognitive/UnresolvableException.java,7.101638317108154,"{0.992887,0.007113,1.14254e-12,0.0}",False,0,"{0.908249,0.0917257,2.54051e-05,1.46736e-10}","{0.958839,0.0411602,7.4424e-07,1.67293e-14}","{1.14206e-12,2.11612e-06,0.0338668,0.966131}","{0.0,2.33187e-10,0.0263247,0.973675}"
dataset/argoUML/sourcefiles/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/EnumerationListModel.java,5.550282955169678,"{0.983715,0.0162848,3.53805e-10,0.0}",False,0,"{0.953474,0.0465243,1.20055e-06,3.83515e-13}","{0.947926,0.052072,1.65639e-06,2.38462e-11}","{2.95365e-15,1.11632e-05,0.0652689,0.93472}","{0.0,5.62316e-10,0.0753064,0.924694}"
dataset/argoUML/sourcefiles/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/LabelledLayout.java,3.987391488559683,"{1.6717e-10,0.522658,0.477342,9.50927e-08}",True,1,"{2.3451e-06,0.895663,0.104327,7.47923e-06}","{6.70177e-06,0.548659,0.426607,0.0247276}","{0.0348354,0.900313,0.0648513,6.05533e-07}","{0.0264967,0.755517,0.217957,2.86141e-05}"
dataset/argoUML/sourcefiles/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/UMLDiscriminatorNameDocument.java,5.577846050262451,"{0.993417,0.00658346,7.92256e-12,0.0}",False,0,"{0.909891,0.090104,3.24958e-06,1.24981e-06}","{0.952804,0.0471939,1.75681e-06,1.34915e-11}","{0.0,1.9923e-14,0.00453665,0.995463}","{0.0,3.02134e-11,0.0140928,0.985907}"
dataset/argoUML/sourcefiles/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/UMLExpressionPanel.java,4.069387435913086,"{0.985931,0.0140686,8.42778e-10,0.0}",False,0,"{0.930529,0.0694565,1.43562e-05,0.0}","{0.90414,0.09586,5.30072e-08,0.0}","{0.0,1.34765e-10,0.0548876,0.945112}","{0.0,0.0221371,0.583714,0.394149}"
dataset/argoUML/sourcefiles/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/UMLIncludeBaseListModel.java,6.149404048919678,"{0.978809,0.021191,1.89057e-09,0.0}",False,0,"{0.900057,0.0999342,3.8766e-06,4.77021e-06}","{0.922848,0.0771458,6.1322e-06,2.42194e-09}","{0.0,1.21824e-12,0.0118707,0.988129}","{0.0,3.56449e-10,0.0530996,0.9469}"
dataset/argoUML/sourcefiles/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/UMLMessageActivatorComboBoxModel.java,4.829185485839844,"{0.0240528,0.975938,8.91338e-06,2e-20}",True,1,"{0.660229,0.339753,1.24548e-05,5.26331e-06}","{0.0175904,0.921934,0.0604722,3.00636e-06}","{0.000160653,0.0448081,0.925749,0.0292827}","{0.0,2.22454e-10,0.0464159,0.953584}"
dataset/argoUML/sourcefiles/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/UMLModelElementSourceFlowListModel.java,5.496438980102539,"{0.988667,0.0113334,2.46646e-11,0.0}",False,0,"{0.870871,0.129047,8.0319e-05,1.70088e-06}","{0.931635,0.0683612,3.47957e-06,1.74392e-10}","{3.29649e-12,3.50398e-06,0.0360278,0.963969}","{0.0,2.63917e-10,0.0263247,0.973675}"
dataset/argoUML/sourcefiles/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/UMLOFSStateListModel.java,4.09013576106101,"{2.89434e-06,0.73082,0.269177,5.706e-17}",True,1,"{0.0184965,0.979296,0.00220774,7.79887e-14}","{0.000508959,0.999489,2.48152e-06,7.01998e-14}","{4.86185e-11,0.484136,0.515857,6.9754e-06}","{1.25343e-14,0.110723,0.841031,0.0482467}"
dataset/argoUML/sourcefiles/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/UMLSignalComboBoxModel.java,4.296773910522461,"{0.771724,0.228276,2.48338e-09,0.0}",False,0,"{0.908249,0.0917257,2.54051e-05,1.46736e-10}","{0.179121,0.820582,0.000297076,8.43235e-10}","{5.80912e-07,0.0125005,0.811657,0.175842}","{0.0,2.26276e-05,0.193123,0.806855}"
dataset/argoUML/sourcefiles/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/UMLTemplateParameterParameterComboBoxModel.java,4.343053340911865,"{0.191239,0.808751,9.92388e-06,9e-20}",True,1,"{0.272821,0.725711,0.000145759,0.00132226}","{0.0460975,0.944291,0.00961016,1.44539e-06}","{5.7327e-09,0.00100024,0.981157,0.0178424}","{0.0,3.56449e-10,0.0530996,0.9469}"
dataset/argoUML/sourcefiles/modules/dev/src/org/argouml/dev/UndoManagerWrapper.java,7.406614780426025,"{7.11734e-11,0.999999,8.72392e-07,0.0}",True,1,"{0.285718,0.714255,2.66569e-05,3.6e-19}","{0.981283,0.0187168,5.83081e-11,0.0}","{0.0,1.96715e-08,0.0150126,0.984987}","{0.0,5.60188e-11,0.0292183,0.970782}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/gefext/ArgoFigRect.java,3.7768218517303467,"{0.952335,0.0476649,3.02513e-07,2.01474e-15}",False,0,"{0.957194,0.0427955,1.01182e-05,6.00241e-10}","{0.916827,0.0827324,0.000440876,5.81851e-11}","{7.25228e-12,0.000480204,0.0986215,0.900898}","{2.16921e-08,0.000702627,0.120956,0.878342}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/gefext/ArgoModeCreateFigLine.java,5.355970859527588,"{0.966917,0.0330828,3.61609e-10,0.0}",False,0,"{0.975527,0.0244723,5.14538e-07,2.10541e-13}","{0.939929,0.0600695,1.16069e-06,6.04743e-11}","{2.3646e-16,4.09431e-06,0.0292064,0.970789}","{0.0,3.51971e-10,0.0660224,0.933978}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/kernel/ProfileConfiguration.java,4.009891280794058,"{2.53546e-10,0.83946,0.16054,9.78991e-11}",True,1,"{0.269035,0.729839,0.00112576,1.53365e-07}","{0.298312,0.701045,0.000641972,1.26568e-06}","{0.000338845,0.0395925,0.738948,0.221121}","{0.00304545,0.455012,0.541191,0.000751069}"
dataset/argoUML/sourcefiles/src/argouml-core-model/src/org/argouml/model/AbstractUseCasesHelperDecorator.java,3.4392430782318115,"{0.985931,0.0140686,8.42778e-10,0.0}",False,0,"{0.930529,0.0694565,1.43562e-05,0.0}","{0.90414,0.09586,5.30072e-08,0.0}","{0.0,1.34765e-10,0.0548876,0.945112}","{0.0,0.00129633,0.071262,0.927442}"
dataset/argoUML/sourcefiles/src/argouml-core-model-euml/src/org/argouml/model/euml/CollaborationsFactoryEUMLImpl.java,3.6551786913789424,"{0.0048363,0.99515,1.33174e-05,1.2e-19}",True,1,"{0.958295,0.0417043,1.00052e-06,9.98987e-14}","{0.00114495,0.721657,0.277165,3.31079e-05}","{1.3372e-14,6.33794e-05,0.315255,0.684682}","{0.0,4.89703e-06,0.155247,0.844748}"
dataset/argoUML/sourcefiles/src/argouml-core-model-euml/src/org/argouml/model/euml/DataTypesHelperEUMLImpl.java,2.9762483261378687,"{1.02921e-15,0.00696502,0.918167,0.0748678}",True,2,"{2.16371e-05,0.952908,0.0470702,2.16149e-09}","{3.13396e-11,0.0193747,0.958787,0.0218384}","{1.54605e-09,0.727202,0.272798,1.98514e-10}","{5.38693e-08,0.987707,0.0122928,1.782e-17}"
dataset/argoUML/sourcefiles/src/argouml-core-model-euml/src/org/argouml/model/euml/UMLUtil.java,3.2871836670174086,"{2.40483e-09,0.923577,0.0764227,4.4119e-16}",True,1,"{1.1e-19,0.168649,0.831351,6.2769e-16}","{5.2603e-09,0.0130497,0.98695,7.24968e-09}","{8.0885e-06,0.995863,0.00412839,0.0}","{0.000793313,0.99536,0.00384636,1.29162e-14}"
dataset/argoUML/sourcefiles/src/argouml-core-model-euml/src/org/argouml/model/euml/XmiReaderEUMLImpl.java,3.8039360950130443,"{0.0,0.0,7.07932e-06,0.999993}",True,3,"{0.0,7.21937e-05,0.896555,0.103372}","{0.0,2.29392e-05,0.630307,0.36967}","{0.357776,0.642224,0.0,0.0}","{0.0,1.0,2.36173e-11,0.0}"
dataset/argoUML/sourcefiles/src/argouml-core-model-mdr/src/org/argouml/model/mdr/CollaborationsHelperMDRImpl.java,3.759394302073067,"{0.0,0.0434563,0.956538,6.02885e-06}",True,2,"{1.92759e-13,0.0722773,0.927723,4.61098e-12}","{9.89714e-11,0.00647596,0.992819,0.000705395}","{0.0190783,0.893088,0.0878342,6.50472e-11}","{0.0182244,0.680318,0.301457,4.57405e-08}"
dataset/argoUML/sourcefiles/src/argouml-core-model-mdr/src/org/argouml/model/mdr/CoreFactoryMDRImpl.java,3.5713119520727994,"{0.0,0.0,2.88425e-14,1.0}",True,3,"{0.0,0.000136645,0.985562,0.0143011}","{0.0,0.0,0.000346783,0.999653}","{0.814834,0.185166,0.0,0.0}","{0.0723511,0.927649,0.0,0.0}"
dataset/argoUML/sourcefiles/src/argouml-core-model-mdr/src/org/argouml/model/mdr/ModelEventPumpMDRImpl.java,3.6996046630134405,"{8.859e-17,0.00121692,0.896359,0.102424}",True,2,"{0.78475,0.214908,0.00034223,1.36792e-14}","{2.02793e-11,0.0508673,0.940417,0.0087159}","{1.24696e-09,0.0933002,0.9067,8.77088e-09}","{0.967674,0.0323213,4.41241e-06,1.77e-18}"
dataset/argoUML/sourcefiles/src/argouml-core-model-mdr/src/org/argouml/model/mdr/UmlFactoryMDRImpl.java,3.1250672264833033,"{0.0,8.52015e-05,0.297496,0.702419}",True,3,"{0.0,0.00484147,0.995159,5.71904e-09}","{7.79898e-13,7.86981e-05,0.93223,0.0676915}","{0.723761,0.276172,6.7397e-05,0.0}","{0.997663,0.00233626,2.19295e-07,0.0}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/notation/providers/ActionStateNotation.java,4.610306262969971,"{0.996843,0.00315683,6.82826e-14,0.0}",False,0,"{0.584582,0.415395,2.29616e-05,4.60988e-15}","{0.179774,0.819112,0.00111319,1.47414e-14}","{9e-20,1.1399e-07,0.0242425,0.975757}","{0.0,4.28517e-11,0.0203369,0.979663}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/notation/providers/java/AssociationEndNameNotationJava.java,4.073033332824707,"{0.993417,0.00658346,7.92256e-12,0.0}",False,0,"{0.909891,0.090104,3.24958e-06,1.24981e-06}","{0.576995,0.42189,0.00111496,1.03004e-10}","{1.705e-12,2.96941e-05,0.90928,0.0906898}","{0.0,3.02134e-11,0.0140928,0.985907}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/notation/providers/uml/ClassifierRoleNotationUml.java,3.8952746984008826,"{0.0,7.52369e-07,0.149396,0.850603}",True,3,"{1e-20,0.00519981,0.994794,5.67325e-06}","{2.49917e-07,0.00130213,0.998621,7.63328e-05}","{0.907919,0.0920788,1.87185e-06,0.0}","{0.413004,0.586895,0.000100999,0.0}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/persistence/AbstractFilePersister.java,3.646426702363983,"{0.0135493,0.986451,0.0,0.0}",True,1,"{0.997182,0.00281767,0.0,0.0}","{0.660073,0.339927,0.0,0.0}","{0.0,0.0147697,0.98523,0.0}","{0.0,0.0,1.0,1.7e-19}"
dataset/argoUML/sourcefiles/src/argouml-core-diagrams-sequence2/src/org/argouml/sequence2/diagram/FigMessage.java,4.104613799804381,"{4.595e-16,5.73583e-06,0.611055,0.388939}",True,2,"{0.000477674,0.727781,0.26777,0.00397104}","{4.6932e-08,0.991684,0.00831642,3.35336e-12}","{0.313478,0.424887,0.261635,7e-20}","{2.65368e-08,0.210027,0.789973,1.42825e-08}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/ui/cmd/ShortcutField.java,3.8745529651641846,"{7.80593e-05,0.990595,0.0093268,0.0}",True,1,"{0.999872,0.000127839,3e-20,0.0}","{0.00105809,0.998935,6.4894e-06,1e-20}","{1.38117e-07,0.895009,0.104991,4.90838e-08}","{0.0,7.21282e-15,0.999675,0.000325138}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/ui/explorer/ExplorerTreeModel.java,3.8450645589029926,"{2.827e-07,0.236097,0.70733,0.0565721}",True,2,"{0.310328,0.676527,0.0131446,2.31265e-09}","{0.0,0.875816,0.12408,0.00010383}","{0.0343718,0.816161,0.149467,0.0}","{0.000265336,0.881963,0.117772,0.0}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/ui/explorer/rules/AbstractPerspectiveRule.java,6.135476589202881,"{0.997367,0.0026326,2.961e-17,0.0}",False,0,"{0.999845,0.000155276,1.6e-19,0.0}","{0.989843,0.0101574,4.54508e-10,0.0}","{0.0,0.0,1.21932e-07,1.0}","{0.0,2.13674e-13,0.00696887,0.993031}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/ui/explorer/rules/GoStateToDoActivity.java,4.314040184020996,"{0.983715,0.0162848,3.53805e-10,0.0}",False,0,"{0.62559,0.373625,0.000785436,7.84167e-14}","{0.947926,0.052072,1.65639e-06,2.38462e-11}","{2.95365e-15,1.11632e-05,0.0652689,0.93472}","{0.0,5.62316e-10,0.0753064,0.924694}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/ui/SettingsTabLayout.java,3.7307231426239014,"{0.0,0.779858,0.220142,9.08e-18}",True,1,"{0.00625837,0.992837,0.000800063,0.000104201}","{0.0148572,0.974543,0.00945726,0.00114267}","{1.25621e-15,2.72772e-05,0.165537,0.834436}","{0.0,0.00040178,0.997402,0.00219637}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/ui/ZoomSliderButton.java,3.661772023152261,"{0.0011249,0.721043,0.277832,3.41147e-07}",True,1,"{0.029332,0.954998,0.0156261,4.43023e-05}","{0.000188948,0.276109,0.707136,0.0165661}","{0.0077364,0.392712,0.599551,6.74932e-08}","{5.54443e-07,0.168712,0.829111,0.00217636}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/cognitive/checklist/Init.java,2.517619021990709,"{2.22e-18,0.999818,0.000182269,3e-20}",True,1,"{0.999998,1.60721e-06,0.0,0.0}","{3.91162e-06,0.999996,1.41145e-07,0.0}","{0.0,5.86e-18,0.00754875,0.992451}","{0.0,0.0,0.999997,3.17624e-06}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/cognitive/critics/CrCircularInheritance.java,4.476711273193359,"{0.907093,0.0929066,1.68325e-08,0.0}",False,0,"{0.730586,0.269235,0.00017906,1.3709e-09}","{0.642583,0.357404,1.21041e-05,6.37924e-08}","{1.20681e-12,1.67596e-05,0.603246,0.396737}","{0.0,3.56449e-10,0.0530996,0.9469}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/cognitive/critics/CrInvalidForkTriggerOrGuard.java,4.111051559448242,"{0.0,0.994475,3.15767e-08,0.00552447}",True,1,"{6.42468e-06,0.999994,0.0,0.0}","{0.000143802,0.447461,0.551739,0.00065676}","{0.0,0.0,0.0249573,0.975043}","{4.08823e-09,0.0204703,0.00911013,0.97042}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/cognitive/critics/CrMissingClassName.java,4.336975574493408,"{0.0326977,0.949994,0.0173087,4.76463e-08}",True,1,"{0.641942,0.351292,0.00676627,1.25449e-10}","{0.544018,0.450992,0.00498935,1.22217e-09}","{3.77698e-11,0.00122445,0.530956,0.46782}","{2.16921e-08,0.000702627,0.120956,0.878342}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/cognitive/critics/CrMissingOperName.java,4.4173173904418945,"{0.00450852,0.994923,0.000568732,1.4737e-16}",True,1,"{0.0512324,0.945141,0.00309593,0.000531063}","{0.0557424,0.92879,0.00438183,0.0110857}","{1.87542e-10,0.00175252,0.508405,0.489843}","{0.0,1.88939e-09,0.084304,0.915696}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/cognitive/critics/CrMultiComposite.java,4.836902141571045,"{0.983715,0.0162848,3.53805e-10,0.0}",False,0,"{0.953474,0.0465243,1.20055e-06,3.83515e-13}","{0.947926,0.052072,1.65639e-06,2.38462e-11}","{2.95365e-15,1.11632e-05,0.0652689,0.93472}","{0.0,5.62316e-10,0.0753064,0.924694}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/cognitive/critics/CrNoIncomingTransitions.java,3.8269190788269043,"{0.86437,0.135631,1.72577e-08,0.0}",False,0,"{0.712125,0.287875,1.24705e-12,0.0}","{0.455559,0.543805,0.00063664,2.02e-18}","{5.6761e-16,0.00126397,0.998736,5.36113e-08}","{3.26e-18,0.00260662,0.933999,0.0633947}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/cognitive/critics/WizMEName.java,4.7898077964782715,"{0.850327,0.14967,3.52229e-06,2.6e-19}",False,0,"{0.91221,0.0873815,0.000408824,2.32251e-11}","{0.745837,0.247616,0.00654679,3.69462e-08}","{2.18e-18,6.59604e-07,0.0155713,0.984428}","{0.0,8.50711e-10,0.0354404,0.96456}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/activity/ui/FigSubactivityState.java,3.6927042242021546,"{8.24906e-06,0.732174,0.267817,7.83894e-07}",True,1,"{0.828415,0.171571,1.38634e-05,4.67598e-09}","{2.33303e-06,0.19526,0.743761,0.0609761}","{8.34574e-06,0.892114,0.10781,6.81187e-05}","{1.02238e-06,0.0453594,0.81417,0.14047}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/deployment/ui/SelectionComponentInstance.java,4.9495649337768555,"{0.938471,0.0615285,1.66049e-10,0.0}",False,0,"{0.916858,0.0831304,1.19236e-05,2.19644e-10}","{0.695917,0.304083,7.98657e-09,2.08318e-08}","{8.97639e-14,7.61976e-07,0.0148784,0.985121}","{0.0,1.45012e-10,0.0229296,0.97707}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/deployment/ui/UMLDeploymentDiagram.java,3.6980352905452314,"{4.27751e-10,0.0867087,0.913291,7.41444e-12}",True,2,"{2.98838e-13,0.287923,0.712077,2.09814e-12}","{5.69348e-07,0.959215,0.0407846,3.35763e-14}","{4.91871e-15,0.0865086,0.913491,6.4091e-10}","{1.69556e-12,0.983191,0.016809,2.807e-13}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/state/ui/ButtonActionNewCallEvent.java,6.605294227600098,"{0.977677,0.0223232,1.81181e-08,1.5e-19}",False,0,"{0.90125,0.0987045,4.58463e-05,0.0}","{0.846574,0.153426,2.38823e-07,0.0}","{0.0,2.22841e-10,0.0583091,0.941691}","{0.0,0.00146691,0.0712498,0.927283}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/state/ui/FigCompositeState.java,4.057452487004817,"{1.0291e-08,0.0329991,0.945535,0.0214658}",True,2,"{1.34406e-08,0.0820657,0.914725,0.00320882}","{4.80515e-06,0.165522,0.834105,0.000368564}","{0.106231,0.620041,0.273721,6.36862e-06}","{0.246038,0.343541,0.409775,0.000645967}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/static_structure/layout/ClassdiagramModelElementFactory.java,3.266434669494629,"{0.993417,0.00658346,7.92256e-12,0.0}",False,0,"{0.296371,0.703125,0.000131296,0.000372274}","{0.351538,0.641288,0.00717371,1.57216e-09}","{0.0,2.28014e-11,0.141496,0.858504}","{0.0,3.02134e-11,0.0140928,0.985907}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/static_structure/layout/ClassdiagramNode.java,3.977464970459238,"{0.593989,0.406011,5.97422e-07,0.0}",False,0,"{0.953474,0.0465243,1.20055e-06,3.83515e-13}","{0.55165,0.44734,0.00101023,1.74959e-10}","{1.07997e-10,0.00256924,0.546867,0.450564}","{4.03515e-06,0.0203978,0.773186,0.206412}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/ui/ActionStereotypeViewTextual.java,4.7658281326293945,"{0.967919,0.0320814,6.68577e-09,0.0}",False,0,"{0.928004,0.071977,1.94178e-05,2.81085e-10}","{0.893849,0.105851,0.000299652,2.47987e-12}","{7.76097e-15,2.23481e-05,0.0879109,0.912067}","{1.829e-16,0.000100991,0.0388647,0.961034}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/ui/FigEdgePort.java,4.737496376037598,"{0.439977,0.560021,1.7413e-06,0.0}",True,1,"{0.890826,0.109171,2.28429e-06,6.13053e-14}","{0.755373,0.242642,0.00198492,1.45969e-14}","{1.48604e-06,0.00245094,0.108607,0.888941}","{2.1878e-07,0.000424501,0.15506,0.844516}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/ui/FigKeyword.java,4.8435821533203125,"{0.94422,0.0556738,0.000105953,2.20192e-09}",False,0,"{0.990276,0.00972377,1.96938e-11,0.0}","{0.99994,6.00958e-05,1.09142e-09,1.57561e-10}","{1.76435e-12,6.68895e-05,0.163979,0.835954}","{0.0,0.000145144,0.150557,0.849298}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/ui/FigStereotypesGroup.java,4.086420930975978,"{2.87826e-12,0.0110794,0.92609,0.0628303}",True,2,"{9.41629e-07,0.715164,0.283816,0.00101906}","{6.68991e-07,0.293036,0.696728,0.0102362}","{0.129871,0.847769,0.0223599,3.9901e-16}","{8.35648e-10,0.655748,0.344248,3.7377e-06}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/ui/FigUsage.java,5.786840915679932,"{0.952335,0.0476649,3.02513e-07,2.01474e-15}",False,0,"{0.957194,0.0427955,1.01182e-05,6.00241e-10}","{0.916827,0.0827324,0.000440876,5.81851e-11}","{7.25228e-12,0.000480204,0.0986215,0.900898}","{2.16921e-08,0.000702627,0.120956,0.878342}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/ui/PathConvPercent2.java,4.196244239807129,"{0.619238,0.380749,1.34377e-05,2.25644e-14}",False,0,"{0.256748,0.733391,0.00403962,0.0058222}","{0.303383,0.690694,0.00592241,1.95173e-09}","{7.25228e-12,0.000480204,0.0986215,0.900898}","{2.16921e-08,0.000702627,0.120956,0.878342}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/UmlDiagramRenderer.java,3.889166208334595,"{0.0,0.0,0.957485,0.0425148}",True,2,"{0.0,0.999997,2.64118e-06,0.0}","{0.0,0.0,1.0,0.0}","{0.0,1.99467e-08,1.0,0.0}","{0.0,0.0,1.0,0.0}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/reveng/ui/ImportStatusScreen.java,3.46885284919763,"{0.619238,0.380749,1.34377e-05,2.25644e-14}",False,0,"{0.957194,0.0427955,1.01182e-05,6.00241e-10}","{4.70485e-06,0.943148,0.0568472,1.39233e-07}","{7.25228e-12,0.000480204,0.0986215,0.900898}","{2.16921e-08,0.000702627,0.120956,0.878342}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/ui/ActionImportFromSources.java,3.593726634979248,"{6.96453e-05,0.979798,0.0201325,2.51635e-15}",True,1,"{0.0104903,0.845502,0.144008,1.89721e-14}","{1.35295e-05,0.91556,0.0844261,7.86438e-14}","{1.97216e-12,0.00792232,0.991593,0.000484901}","{1.62802e-09,0.00122177,0.186777,0.812001}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/ui/behavior/state_machines/ButtonActionNewGuard.java,4.471259117126465,"{0.992887,0.007113,1.14254e-12,0.0}",False,0,"{0.908249,0.0917257,2.54051e-05,1.46736e-10}","{0.958839,0.0411602,7.4424e-07,1.67293e-14}","{1.14206e-12,2.11612e-06,0.0338668,0.966131}","{0.0,2.33187e-10,0.0263247,0.973675}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/ui/behavior/state_machines/PopupMenuNewEvent.java,2.9637904167175293,"{0.000965477,0.861942,0.137093,3.39404e-12}",True,1,"{3.12412e-09,0.116729,0.883271,1.89842e-07}","{0.00124711,0.786236,0.203306,0.00921029}","{0.0,1.96091e-09,0.794933,0.205067}","{1.02686e-15,0.0333863,0.966054,0.000559623}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/ui/foundation/core/UMLAssociationEndOrderingCheckBox.java,4.862609386444092,"{0.983715,0.0162848,3.53805e-10,0.0}",False,0,"{0.953474,0.0465243,1.20055e-06,3.83515e-13}","{0.947926,0.052072,1.65639e-06,2.38462e-11}","{2.95365e-15,1.11632e-05,0.0652689,0.93472}","{0.0,5.62316e-10,0.0753064,0.924694}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/ui/foundation/core/UMLGeneralizableElementLeafCheckBox.java,4.810032844543457,"{0.977132,0.0228685,2.72324e-10,0.0}",False,0,"{0.898257,0.101713,3.03012e-05,5.59944e-10}","{0.932443,0.0675545,2.60828e-06,3.0153e-12}","{1.3279e-08,0.000123497,0.0845772,0.915299}","{0.0,2.65974e-09,0.0958948,0.904105}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/ui/PropPanel.java,3.977887768574335,"{9.6352e-16,0.203168,0.796832,1.39895e-11}",True,2,"{3.58544e-07,0.999775,0.000224742,2.02305e-14}","{4.75241e-08,0.0515967,0.948397,6.40961e-06}","{2.475e-17,0.00549847,0.994496,5.48395e-06}","{8.0594e-16,0.00567839,0.837219,0.157102}"
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/ui/UMLComboBox2.java,3.8720617294311523,"{0.00842484,0.977727,0.0138478,7.38651e-14}",True,1,"{0.423138,0.575044,0.00181725,6.98868e-07}","{0.0215379,0.862136,0.115391,0.000934996}","{8.02047e-08,0.00846308,0.99091,0.000626696}","{0.0,9.13022e-11,0.999348,0.000651858}"
